"","rep","boot_mean","boot_median","boot_sd","boot_p05","boot_p95","fe_est","fe_se"
"5%38",39,2.00310377198998,2.00334227230606,0.00958182031669646,1.98672755623314,2.01858381081718,2.0035104243843,0.0145690868288613
"5%39",40,2.01043671512918,2.01058726463642,0.00802380285021775,1.99693662676286,2.02354796844474,2.0106772915428,0.0125319411473619
"5%40",41,1.9812624629329,1.98104400517351,0.00880672968299078,1.96675465966391,1.9952523428513,1.98126317006002,0.00929263572265392
"5%41",42,1.99559331109523,1.99580489999549,0.00866837966142532,1.9811849368556,2.00979869784984,1.99545255735498,0.00889073519292942
"5%42",43,2.00103790726971,2.00065452064803,0.00866378610732879,1.98717665108654,2.0150947241976,2.00148379917314,0.0108831429011078
"5%43",44,1.99364311594954,1.99380482209378,0.00790416326625205,1.98068653219782,2.00642242749398,1.99373819786609,0.00984844461536339
"5%44",45,2.0105427776532,2.01076217413917,0.0087647784050315,1.995826437139,2.0241194671705,2.0105876284348,0.01044663722859
"5%45",46,2.01177089318251,2.0120204603941,0.0102305813347031,1.99509054251475,2.0289086596917,2.01213682343407,0.0154249577198846
"5%46",47,1.98392157887099,1.98387671229036,0.00798634053400173,1.97097724768411,1.99696381190457,1.98406445940704,0.0102511148482955
"5%47",48,2.00335610743987,2.00396002412801,0.00974492041341205,1.98734886717046,2.01925956722914,2.00324457545605,0.0137770119398677
"5%48",49,2.00414257307723,2.00418976077161,0.00900261367632507,1.98863341487018,2.01889883536207,2.00432623361083,0.00763262577258779
"5%49",50,2.00374480698815,2.00378907858739,0.0075676641070846,1.99132270282082,2.01549970605044,2.00349344859192,0.00875511834630891
"5%50",51,2.00351193440195,2.00347953064558,0.00735668426382306,1.99116570864666,2.01566614843652,2.00369065512327,0.0108852583093514
"5%51",52,1.99855478631085,1.99857136230797,0.00819740098655903,1.9850834791509,2.01207963241332,1.99820787845472,0.0115438467770663
"5%52",53,1.98830916448901,1.98849727682393,0.00943839020932713,1.97336509959663,2.00436630571534,1.98834127768732,0.0112763651809639
"5%53",54,1.99563797131937,1.99578301138414,0.0103976785998124,1.97824102578441,2.0124765395246,1.99568429297535,0.00946601805463207
"5%54",55,1.99721361053926,1.99702312052992,0.00887291748926447,1.98277310132369,2.01219825350452,1.9970907817587,0.012748735045054
"5%55",56,1.98505038501835,1.98496856386881,0.00809556005462849,1.97173542968526,1.99854016828646,1.98540533965385,0.0109004443798317
"5%56",57,1.99407662972803,1.9939745797835,0.00890471444849191,1.97976010468203,2.00868594354594,1.99390555400732,0.0108114431209567
"5%57",58,2.00318554210576,2.00310575188823,0.00875758799385015,1.9884126990654,2.01799667730509,2.00295379429828,0.00852106996077218
"5%58",59,1.99308861542874,1.99308655643725,0.00954822553409649,1.97788644466098,2.00862951267893,1.99292828217402,0.0128292390762161
"5%59",60,2.01615126777586,2.01587038126203,0.00836921664202331,2.00271534236845,2.03011261674157,2.01603145665078,0.00951772488058044
"5%60",61,2.0033615893464,2.00293025354119,0.00960815177712094,1.9879531343343,2.01906476429755,2.00319583965701,0.00979949845834332
"5%61",62,2.00756394713479,2.00757689137759,0.00885950574477712,1.99294964558667,2.02179065071402,2.00754597764663,0.0134388343699919
"5%62",63,2.01451634130458,2.01444554424662,0.00809975345476447,2.00113718656269,2.02805118581321,2.01455499792307,0.00937885189740455
"5%63",64,2.00419776021347,2.00387683331043,0.00794221335088072,1.99161237503466,2.01744294259816,2.00439231219748,0.0111063400736886
"5%64",65,1.98402620655747,1.98415797287442,0.00845853498773421,1.97038018974666,1.99716399030184,1.98360478471872,0.00973864418492533
"5%65",66,1.9814311904111,1.98128130245326,0.00857005511481975,1.96741408438817,1.99571859498411,1.98086108776844,0.0116393713438822
"5%66",67,1.99760539124006,1.9976450086552,0.00977139645149656,1.9816207856602,2.01381236127076,1.99814832512677,0.0130999629618546
"5%67",68,2.01988862195302,2.01960324521644,0.00865539983040901,2.00543535611277,2.03397864047537,2.02025839364647,0.0129967291580249
"5%68",69,1.99843702319432,1.99793040386878,0.010378060022241,1.98232250030868,2.01609174894254,1.99845613491705,0.0114980095492075
"5%69",70,2.00750907509279,2.00751747511037,0.00807933433138269,1.9945329301694,2.0199416119426,2.00751283451792,0.00807596321477364
"5%70",71,2.01342835873927,2.01330250736939,0.0096834311761437,1.99737983227319,2.02940180705554,2.01298143817134,0.0108902069862631
"5%71",72,1.98697952427056,1.98712709866056,0.00940697321454598,1.97146551212115,2.00348581748728,1.98660342893682,0.0101484751379477
"5%72",73,1.99501313128344,1.99499304916361,0.00847940731379634,1.98150768683311,2.00888371783974,1.99448164060225,0.0136861962953553
"5%73",74,1.9939237073027,1.9939072076211,0.00811863390244544,1.98052457445845,2.00761474234362,1.99386568718684,0.00924937813358931
"5%74",75,2.01870274714049,2.0185913567024,0.00815726192269671,2.00539387854731,2.03175904041629,2.01804489155616,0.0124815895986934
"5%75",76,1.99505534467192,1.99453653630793,0.00895763826108136,1.98076076281267,2.01068480339054,1.99505796317943,0.00995778353946007
"5%76",77,1.99073243105142,1.99058641900311,0.00973926603651428,1.97515250693008,2.00678119356303,1.99037623875698,0.00994598038149412
"5%77",78,2.02380609086474,2.02356350858814,0.00934831366474773,2.00837949161988,2.03899285022573,2.02418986598125,0.0109933170301596
"5%78",79,2.00033174866252,2.0000855948549,0.0088435818393468,1.98635457463178,2.01521237858529,2.00051366151913,0.00784609002983101
"5%79",80,2.0062589312535,2.00653239074185,0.00876165151301741,1.99141759926378,2.02111424837343,2.00642637911664,0.00873453673192342
"5%80",81,1.97897425181936,1.97914674395319,0.00988321852363045,1.96251550139704,1.99502867215152,1.97872612899364,0.0118831802544942
"5%81",82,1.98790305045404,1.9878248087712,0.00938880728272727,1.97231565236149,2.00346586552933,1.98751653215342,0.00810722418494046
"5%82",83,2.00891658259576,2.00885817123404,0.00816811223502844,1.99515467720181,2.02273657231606,2.0089009148002,0.0100776179270025
"5%83",84,1.98761405288662,1.98775076292784,0.0101264448216707,1.97075575257382,2.00490934642396,1.98756909576566,0.0146627949902594
"5%84",85,1.99161952194555,1.99123041660296,0.0088838087117181,1.97729988620071,2.00656792671715,1.99152388197661,0.015605521651107
"5%85",86,1.99084645739241,1.9907788280124,0.00887820379575012,1.97682573599094,2.00530545865132,1.99081549393301,0.00918179387471676
"5%86",87,1.99047289571632,1.99083265613122,0.00887849726379355,1.97564877585305,2.00515963549174,1.98999595034582,0.0101641016143877
"5%87",88,2.00549304902205,2.00574055912769,0.00980519535523204,1.98937648780316,2.02116342030348,2.00522033404413,0.0132466945424452
"5%88",89,2.00216177846981,2.00193873828766,0.0093382776780726,1.9871827312058,2.01727872395533,2.0020052784487,0.00848965067189504
"5%89",90,1.99895024182458,1.99932179184441,0.00850991647203398,1.98506065166979,2.01228931160068,1.99882890783201,0.00776724800134475
"5%90",91,1.99968535341666,1.99977060183023,0.00858347601095849,1.98487789511306,2.01420342014222,1.99987445514955,0.0106270877029087
"5%91",92,1.99943595969032,1.99931957589588,0.00950245075877081,1.98415429907797,2.01505003320768,1.99897357859366,0.0116256188050428
"5%92",93,1.99676413944176,1.99666097211682,0.00912480643216191,1.98278543091282,2.01188580243778,1.99687199774085,0.0141426394759501
"5%93",94,1.99765965519736,1.99739480151478,0.00891140557923853,1.98283397994699,2.01252526895639,1.99728609950929,0.00872563808664826
"5%94",95,2.00625078926896,2.00621445425584,0.0105472333347282,1.98841885384286,2.02379539498016,2.00610663385304,0.0152190274892249
"5%95",96,2.00285584470914,2.00320104836252,0.00938765764728352,1.98674090900814,2.01774088452317,2.00283583492136,0.00986337945742044
"5%96",97,2.01058000518378,2.01047018393082,0.00930924806773036,1.99586005936371,2.02624111532523,2.01025220885202,0.013413687700245
"5%97",98,2.01146370565447,2.01142137116407,0.00740805715930463,1.99916736493261,2.02350017225945,2.01115625614721,0.00800768309200458
"5%98",99,2.00284937247916,2.00310292281051,0.00991295948919483,1.98562546554066,2.01903365489397,2.00260691056719,0.0103998929808165
"5%99",100,2.00820131640846,2.00818932698028,0.0085043370506924,1.99448430097324,2.02233703820828,2.00828552020795,0.00700807183204951
"5%100",101,1.99024587680136,1.99052277272267,0.00919136800966699,1.97539644483588,2.00514563068482,1.98969131653845,0.0115049678281737
"5%101",102,1.98299358560951,1.98298452240831,0.0099337295012202,1.96630050848802,1.99924508032587,1.98296179118234,0.00717545723870898
"5%102",103,2.00353881164158,2.00333530918222,0.00797121500236096,1.99023971289285,2.01615328200175,2.00338949125947,0.00990114052341281
"5%103",104,1.99174889019485,1.99200129388295,0.0115676548729761,1.97241296827806,2.01095091170386,1.99155995990555,0.0152405065518017
"5%104",105,1.99424175351386,1.9944600473794,0.00974297107274796,1.97810271773189,2.01014142993599,1.99430111668045,0.0119580073177019
"5%105",106,1.98531143793042,1.98511539907179,0.00929734404972588,1.97043265233591,2.00024429993638,1.98571578635482,0.0118827371586845
"5%106",107,2.00669993225521,2.00686683425782,0.00846361340027749,1.99308969144199,2.01998202975459,2.00684894357102,0.00870175133864294
"5%107",108,2.02223344773847,2.02217597224108,0.00793630716129778,2.01001360399673,2.03503076614085,2.02240930044783,0.00979598921029739
"5%108",109,2.01120490554807,2.01113773229226,0.0101807900382685,1.99405894351463,2.02763293800078,2.01129263055989,0.0132792001069793
"5%109",110,1.99626409019983,1.99623894058683,0.00970059107566778,1.98015247309713,2.01248518469014,1.99593142022585,0.00953837859621409
"5%110",111,2.02285178120993,2.02294017583159,0.0111566964308465,2.00494133344176,2.04100646362789,2.02283781569872,0.00678963287831267
"5%111",112,1.99823930465219,1.99847572235894,0.00974591517734725,1.9814250732307,2.01398757848642,1.99789673919513,0.0105050357207561
"5%112",113,2.0100514156023,2.01023561720978,0.00835705691873435,1.99657473117529,2.02399460244492,2.01028921362228,0.00809822225022683
"5%113",114,2.00092725152221,2.0008225193229,0.0106945996972907,1.98400572903075,2.01930479419921,2.0011665219907,0.0154442727749966
"5%114",115,1.99790524637119,1.99804088186262,0.00847546396195362,1.98358729022174,2.01098584587867,1.99815448587982,0.010565977005108
"5%115",116,2.00756493856336,2.00765466593025,0.0114859920656693,1.98884181708254,2.02572394044174,2.00751353005435,0.00867508225760804
"5%116",117,2.00602711847493,2.00549123370087,0.00985819362743276,1.99028123638964,2.022782987172,2.00656425483502,0.0104857514509049
"5%117",118,1.98940874580996,1.98926587400945,0.00891537962293267,1.97495840465413,2.00480043924566,1.98940335913408,0.00940211047914069
"5%118",119,2.00775119964939,2.00761529396701,0.00819016506363451,1.99440222968391,2.02151170490537,2.00739699966719,0.0110108677825311
"5%119",120,2.00034395244722,2.0004943021559,0.00899205190711165,1.98555273991041,2.01513409633309,2.00026671115932,0.0112039044855384
"5%120",121,1.99208535078263,1.9921076653411,0.00847138715410422,1.97772899491004,2.00605569112508,1.99213522780954,0.00931614479521028
"5%121",122,1.99360352720007,1.99343073398828,0.00828497094276883,1.9801208979863,2.00712697979585,1.99407742512991,0.00965222043923367
"5%122",123,2.00877919994939,2.00863584118926,0.00894248830070298,1.99441507103823,2.02349765678707,2.00987170775784,0.0164933529297641
"5%123",124,2.00359278387612,2.00367919084568,0.0107975095625617,1.9853848402426,2.02127842935876,2.00311525090556,0.00997071982066044
"5%124",125,1.99570206092102,1.99528447695375,0.00868298546167915,1.98169990597857,2.01005162501049,1.99592811630346,0.010929112227767
"5%125",126,1.9928710465763,1.99263835689411,0.00892623385771612,1.97862712158212,2.00833953797417,1.99266875979735,0.0132559086620256
"5%126",127,1.99433020750548,1.99438691381015,0.00808941605190463,1.98068899242017,2.00714754648276,1.99439207582771,0.0123695021719579
"5%127",128,2.00195586404356,2.00235506823934,0.00965961133094608,1.98568884222621,2.01733236177477,2.00156393912661,0.0127375119556313
"5%128",129,2.00529900583383,2.00576377458542,0.00818640954554095,1.99221630795635,2.01851972880407,2.00574629626451,0.0110414435728654
"5%129",130,2.00373383096857,2.00344033188063,0.0102768877449941,1.98706909391827,2.02005721247615,2.00409058605302,0.0118813424529353
"5%130",131,1.99676974759607,1.99666299964193,0.00993506804854713,1.9802388845075,2.01278271673589,1.99643393915937,0.0113404652364493
"5%131",132,1.99855326638538,1.99875743188258,0.00909560145365057,1.98318962441426,2.01328100399982,1.9988918214804,0.00950202033003818
"5%132",133,1.9856428427764,1.98546844580123,0.00937727486500364,1.97008742483692,2.00157361359545,1.98556929532502,0.0112379042956668
"5%133",134,2.00230375214173,2.00218424190037,0.00811432413447061,1.98902286146502,2.01561064724824,2.0022090748884,0.00752597096618554
"5%134",135,2.01207686424224,2.01226264993412,0.0101270945952225,1.99550417214947,2.02905135574653,2.01205824601021,0.0138736919139396
"5%135",136,2.01194744734235,2.01197491598096,0.00798763811491266,1.99939292248775,2.02526874014475,2.01208077844627,0.0115392849303618
"5%136",137,1.9937943650773,1.99375350343604,0.00831372514359236,1.97974864454876,2.00713443909528,1.99382951388362,0.0106491349398896
"5%137",138,1.99447588545757,1.99479361197853,0.0093115638811931,1.97866271103659,2.00973525178961,1.9947597605865,0.0114716357875836
"5%138",139,2.01825372265017,2.01846599251906,0.0083828224120065,2.00459806555114,2.03176377832387,2.01848583758725,0.0136786384802769
"5%139",140,2.01168487087808,2.01150652102814,0.00937567019391279,1.99673882274703,2.02668263326224,2.01106213611968,0.0120961862221891
"5%140",141,1.99885791359251,1.99915882372351,0.00894553829926238,1.98445838551368,2.01275366192801,1.99919194783498,0.011596463220042
"5%141",142,2.01028835425379,2.01028278132422,0.00776304307838488,1.99741625211988,2.02240312690525,2.00998849745908,0.00825305174635912
"5%142",143,1.98970936781881,1.98969661488245,0.00878862415469025,1.97527913498053,2.00440382059039,1.98983473271579,0.0111332369652341
"5%143",144,2.00084199086412,2.00106685731286,0.0103384394490144,1.98398161415424,2.01758957795884,2.00042617877497,0.0109617727330364
"5%144",145,2.00100082041668,2.00092016095912,0.00950173174649075,1.98575239357355,2.01618138855871,2.00058547969198,0.0100613782782892
"5%145",146,2.01477945105335,2.01480398676011,0.00960649926643013,1.99879234231921,2.03082147275662,2.01492281233049,0.0107922556883392
"5%146",147,2.0058789809906,2.00582484053404,0.0100394911168822,1.98999502272227,2.02210805367692,2.00539259423474,0.0118925573400341
"5%147",148,2.00514370940968,2.00502728607086,0.0104920379284462,1.9874570326919,2.0225166148529,2.00495901498104,0.0139193150241775
"5%148",149,1.98587511839046,1.98588734943747,0.00868570225707161,1.9717855136052,2.00040119636283,1.98559915410211,0.0118647262234359
"5%149",150,2.02041272181884,2.02078479985909,0.00884547036529749,2.00577855256397,2.03530358191544,2.02109096424092,0.0111892494725122
"5%150",151,1.99871680645886,1.99876958023025,0.00894237352159503,1.98386485204,2.01252301693722,1.99932360469147,0.0107072247600742
"5%151",152,2.00045824606276,2.00093604133003,0.0104789608530452,1.9838788400098,2.01774115552301,2.00077889259792,0.0148709040045232
"5%152",153,2.01090109273014,2.01073435798937,0.00952769249628133,1.9957486885534,2.02665948770988,2.01119227245651,0.0162475885676181
"5%153",154,2.01896631327432,2.01925075227134,0.00881871943683066,2.0043724305865,2.0338029456965,2.01862225395114,0.00888996874155966
"5%154",155,1.99734368772889,1.99747598735117,0.00868182133130228,1.98343926472285,2.01154041540618,1.9973807185479,0.0104058791832234
"5%155",156,1.99680115631078,1.99678618503448,0.008287638359157,1.98317923280029,2.01017538403659,1.99710616521596,0.00969752448043197
"5%156",157,2.00172315333901,2.00188572105161,0.00741270209587822,1.98975896652011,2.01378943654817,2.00157626164834,0.0105324259645346
"5%157",158,1.99465019429369,1.99445414014046,0.00845393384208197,1.9812400339731,2.00885674339455,1.9948207704586,0.00848717598133986
"5%158",159,1.99530588305703,1.9952114210482,0.00976910484743546,1.97957614250103,2.01122684683517,1.99501916573121,0.0102063586656589
"5%159",160,1.9942879721703,1.99427739012721,0.0115151254348396,1.9754163106469,2.01429855166533,1.99422585113523,0.0139072852834306
"5%160",161,1.98832127069221,1.98852583167043,0.00788862284612604,1.97505501413249,2.00055276032759,1.98836974297033,0.0114000406126006
"5%161",162,1.98049289167192,1.98022737709517,0.00818413436327242,1.96654034851292,1.99334196611012,1.98068029200115,0.00965736633974714
"5%162",163,1.98895504938366,1.98886809099126,0.00983304800672209,1.97320029920416,2.00559215930808,1.9886802551877,0.00856459530238778
"5%163",164,2.00794084527129,2.007939297575,0.00933123669886643,1.99248568140157,2.02327092373807,2.00778746495206,0.00880120857033186
"5%164",165,1.99820135926085,1.99829068397458,0.00860873931577289,1.98389133866508,2.01141229773304,1.99793532817984,0.0118893280236248
"5%165",166,2.01405642730288,2.01371839199539,0.00921457631667792,1.99882205659568,2.02966864032379,2.01382913667223,0.0130958131226357
"5%166",167,2.00597652063128,2.00603392054669,0.0101706227071186,1.98839026476272,2.02226523503145,2.00591463806867,0.0102215286563521
"5%167",168,2.00533412234135,2.00516036475973,0.00907889178079719,1.99086749850683,2.02083421410025,2.00528893009643,0.0116919047913025
"5%168",169,2.00019099426208,1.9997041026728,0.00949994322081155,1.98524862194881,2.01609112384397,2.0000981512241,0.00978442017197424
"5%169",170,2.00564092207533,2.00615578738866,0.00878828209748087,1.99048397975446,2.01912453263922,2.00533698674866,0.0125529506472415
"5%170",171,1.98358475088516,1.98380676433688,0.00889704066729478,1.9691192559318,1.99818221432539,1.98359216404507,0.00817816599610243
"5%171",172,2.00897998125857,2.00878907880616,0.00907766229789653,1.99419942789785,2.02379261898441,2.00921164582343,0.0124601289978224
"5%172",173,2.00519088042499,2.00511995555461,0.0084240779056939,1.99041372526901,2.01821323604232,2.00544690281724,0.0114180722532835
"5%173",174,2.01591581928065,2.01573372750747,0.0104308088723948,1.9989192797998,2.03216820909604,2.01605347954225,0.012795562966375
"5%174",175,1.98926165465692,1.9890484010351,0.00771107901824434,1.97645471032388,2.00181130093248,1.98956050746546,0.0100825358757503
"5%175",176,2.00946047129117,2.00948733626433,0.00990232229042826,1.99321199313953,2.02543701579714,2.00906148419283,0.010800250763288
"5%176",177,1.99229899724819,1.99243246657294,0.00774180850428862,1.97995849778563,2.00527296194212,1.99241971315283,0.0102204987360749
"5%177",178,2.00115392592106,2.00122390865843,0.0109183369827746,1.98339898672978,2.01857856251284,2.00106472503004,0.0161950909192955
"5%178",179,2.00297672304953,2.00293552759246,0.00994732586752475,1.9866768376839,2.01890655346793,2.00300138379515,0.008528619419678
"5%179",180,2.0051270795641,2.00555633868765,0.00743479282752525,1.99243997584022,2.01696660371366,2.00515046682861,0.011833670787667
"5%180",181,1.98540162680769,1.98561280767627,0.00970256776170963,1.96930622739855,2.00121848505618,1.98528082235684,0.0131770635694764
"5%181",182,1.99092557300267,1.99068899153284,0.00914507911586903,1.97662473697742,2.00597926640545,1.99037223970331,0.0147796195638585
"5%182",183,2.01600754304688,2.01587853810719,0.00978721470191455,2.00025032345489,2.0321821330822,2.01644804762794,0.0125457880834661
"5%183",184,2.01553509562685,2.01518907548602,0.0103277253172671,1.99879457064568,2.03269177518332,2.01522301814537,0.0113098702112779
"5%184",185,2.01244327728218,2.01240273198821,0.00930612725208189,1.99738017888028,2.02752518563153,2.01205077399698,0.00925378936651381
"5%185",186,2.00384986998029,2.00400356910962,0.00802981947499218,1.99042405055609,2.01670881722488,2.00364373116075,0.0093161880367695
"5%186",187,2.00098005872577,2.00090844672742,0.00900732951559993,1.98590674087541,2.01555785134162,2.00046001563753,0.0139647940852468
"5%187",188,2.02801688352524,2.02792596794331,0.00878754980486564,2.0142820890768,2.04231340779327,2.02780798409651,0.0103202623453543
"5%188",189,2.0161839453119,2.0163138205545,0.00791617113224575,2.00345428617533,2.02835244922499,2.01607870395844,0.00904138565731084
"5%189",190,1.99685690452768,1.99676766756765,0.00900269415155366,1.98286996945741,2.0116531323207,1.99696901115531,0.00785898509311089
"5%190",191,1.99908076859339,1.99879754465476,0.00846875525782248,1.98441162603733,2.01358382245911,1.99942617737096,0.010620643220868
"5%191",192,2.00876788725238,2.00874779783241,0.00861494450597016,1.9948223275359,2.02271948306815,2.00833920472033,0.0116504410917147
"5%192",193,2.01547723142353,2.01519592656153,0.00850716992514733,2.00175766668835,2.02950206128236,2.01545332980059,0.0116316868574594
"5%193",194,1.99657691334178,1.99644093230527,0.00976124414874634,1.98072480945832,2.01250306404181,1.99674222890926,0.0100234105430169
"5%194",195,1.99971468709249,1.99955473629194,0.00847355553438349,1.98591740635931,2.01388485332488,1.99971535719169,0.00928823719591746
"5%195",196,1.99850143978965,1.99866418713171,0.0077288683008813,1.98568279303553,2.01097018760224,1.99839506645276,0.00863231170325951
"5%196",197,1.99368505524497,1.99339211153297,0.00896191500436424,1.97895436852636,2.00784452016587,1.99393078907324,0.011907087939209
"5%197",198,2.00128151962004,2.00153898697478,0.00837404109388347,1.98732776262793,2.01458084175484,2.00142294946077,0.0105622417980315
"5%198",199,2.0007839451382,2.00119155330518,0.00920728815567854,1.98507658081991,2.0161628991167,2.00096555524951,0.0128127268784618
"5%199",200,1.98458711882086,1.98472082522444,0.00906216981880707,1.96954627949422,1.99893488465844,1.98495322346143,0.0133914861367173
"5%200",201,2.0101168021714,2.01038012097233,0.00968729424192808,1.99455833092462,2.02585285206817,2.0101626824323,0.00983926537999281
"5%201",202,1.99967522141494,1.9997755407224,0.00829232969592878,1.98553205160936,2.013582919391,1.99913865726871,0.00923851236873087
"5%202",203,2.01449215727747,2.01445355041146,0.0080918935767392,2.00109540590369,2.02796878389982,2.01495550493786,0.0107167381759898
"5%203",204,1.99183530889861,1.9918408461755,0.00797472767004368,1.9780663775528,2.00456204115946,1.9915336354328,0.0108246042309224
"5%204",205,1.98891422880151,1.98879788710319,0.00899521271476028,1.97401680544847,2.00370549301892,1.98904504272078,0.0102321765310959
"5%205",206,2.01010058867552,2.01019620652437,0.00746470449061467,1.99814135954469,2.02216882477665,2.00979177177086,0.014945585388179
"5%206",207,2.01487364793768,2.01464754397111,0.00912867713648528,2.00096467146857,2.03042355599792,2.01490145191766,0.0146958524833138
"5%207",208,2.00486883085942,2.00476284269212,0.00938692618043206,1.98979592000096,2.02003436663502,2.00498717677038,0.0104728053235286
"5%208",209,1.99820647630035,1.9984279349508,0.00943585719717137,1.9822517135796,2.01379277074598,1.99820672796492,0.011385309947653
"5%209",210,1.99111556090196,1.99099620947142,0.00925126451456777,1.97542249433519,2.0061202826321,1.99066758674165,0.0133103432255289
"5%210",211,1.99808832092778,1.99774398370563,0.00898473936274123,1.98439195837031,2.0130300986004,1.99799145473079,0.0108551784133434
"5%211",212,2.00255423029127,2.00230899070727,0.00776085117938095,1.99026897204,2.0152113968462,2.00245058429424,0.00773793895442123
"5%212",213,1.99821356683014,1.9981567726377,0.00873567737599401,1.98370408507622,2.01269171235332,1.99806016720321,0.00977831635686706
"5%213",214,2.00800205626808,2.00776487004113,0.00935320387947492,1.99279831352887,2.02396902220552,2.007885511779,0.0159212590224604
"5%214",215,1.99408402418549,1.99401830256884,0.0104924945405167,1.97718143688718,2.0107962879941,1.99398368884402,0.0112295851134227
"5%215",216,1.98932828916161,1.98937573156586,0.00941110551848229,1.97396701461058,2.00433050847929,1.98922865182442,0.0123172772275314
"5%216",217,1.98609936531965,1.98607167909752,0.00990967775688354,1.97042796507509,2.0027873133649,1.98645970602979,0.00988994902808409
"5%217",218,2.00412302601587,2.00388287862437,0.010234308366943,1.9876982835229,2.02129696415862,2.00381974611426,0.0142202299010913
"5%218",219,2.00335695299706,2.00348574570689,0.00856110468149793,1.98929127566995,2.01794519796414,2.00335817467376,0.00884209877326175
"5%219",220,1.97467800687978,1.97476320268398,0.00826844106491921,1.96134778262114,1.98825994267269,1.97562863732117,0.0137321051950411
"5%220",221,2.0068015657956,2.00725387105089,0.010055900520654,1.98999396773858,2.02225740533479,2.00719376582016,0.0117992472558237
"5%221",222,1.98694838140812,1.98691302339569,0.00963141247571347,1.97145080192631,2.00287119279355,1.98681798656159,0.0128864153966479
"5%222",223,2.00166511359126,2.00159689188863,0.008972625832826,1.98644413433563,2.01647940580821,2.00105314001074,0.0142855067404082
"5%223",224,2.0109608844246,2.01097724040341,0.00806668005543802,1.99760689204691,2.02406176562562,2.01134422940674,0.0121095074597297
"5%224",225,2.01719699400647,2.01729918048635,0.00903987202118448,2.00214513208813,2.03137811199575,2.01710002271966,0.0110671603678131
"5%225",226,1.98946090160387,1.98940872826057,0.00809474207395652,1.97652714189535,2.00261433108219,1.98942355757575,0.0106137295360166
"5%226",227,1.99319740837297,1.99320903032937,0.00842448808018938,1.97944096788686,2.00681243000654,1.99272874231084,0.0118373912380985
"5%227",228,1.99998833898295,2.00021063784651,0.00895345527234597,1.98480356460537,2.01449940021838,1.99973428479398,0.00879201922406052
"5%228",229,2.00723826440548,2.00748767894039,0.00845656600134102,1.99309262987975,2.02098136829028,2.00729005498543,0.0106832294095149
"5%229",230,1.99858994981309,1.99837512326984,0.010843570505529,1.98147151968922,2.01693883770217,1.99879956792991,0.0149152076625522
"5%230",231,1.99579602549129,1.99588213399643,0.0098572680540195,1.97934784630542,2.01223798785991,1.99516214268594,0.0122854454353225
"5%231",232,1.99875989176353,1.99865622790056,0.00839695197935642,1.98488575070767,2.01258234254124,1.99892523985167,0.0138159484172386
"5%232",233,1.9982321128013,1.99807603931329,0.00811058367368599,1.98424942504794,2.01150212136333,1.9980068630215,0.0107609858358365
"5%233",234,2.00166143113968,2.00150458406356,0.00803454028864355,1.98897477927094,2.01542385944604,2.00142572708599,0.00942270507924187
"5%234",235,2.00103146799223,2.00046363791858,0.00988868382816992,1.98534814786572,2.01776413771448,2.00124532156342,0.0113040254042521
"5%235",236,1.99831493003789,1.99815553101409,0.00998407607769397,1.98165359650399,2.01501715896453,1.99821315425239,0.0119377483595186
"5%236",237,2.00646106417427,2.00647175115293,0.00769063749553184,1.99354264295013,2.0191222091544,2.00658540089472,0.009891379835536
"5%237",238,2.01624172313709,2.01638726811931,0.00952724469615002,2.00071080113815,2.03195895767965,2.01609382933951,0.00888337748782923
"5%238",239,2.00400836496462,2.00387426620885,0.0086338491844377,1.99002460103423,2.01850987320614,2.00390154670389,0.0133675499388996
"5%239",240,1.99400879319075,1.99383514919306,0.00903853736401662,1.97914484955837,2.00907979159465,1.99414443886595,0.0128586680087582
"5%240",241,2.0175970732543,2.01751991897688,0.00834586289025465,2.00405475486137,2.03140182988808,2.01785253152326,0.0110516119991137
"5%241",242,1.99227681259412,1.99234986786665,0.00910968008594487,1.97695674856941,2.00676931617277,1.9919395750117,0.0117628736312952
"5%242",243,1.99504441898708,1.99527021732161,0.00912293624092539,1.97991106609738,2.01034544740436,1.99545174399035,0.00820781491116711
"5%243",244,2.00563107559602,2.00584535443021,0.00950266284775347,1.98995681414294,2.02088011941193,2.00539353538615,0.00917357148886861
